road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
"Dronning Olgas Vej 24, 2",4,Lejlighed,133,1896,-0.03,555e4,2000 Frederiksberg,41729,2017-06-30,Alm. Salg
"Langelandsvej 49A, 3. th",3,Lejlighed,84,1897,NA,23e5,2000 Frederiksberg,27380,2017-06-30,Fam. Salg
"Bernhard Bangs Alle 2, 3. 59",2,Lejlighed,90,1960,-0.02,3075e3,2000 Frederiksberg,34166,2017-06-30,Alm. Salg
"Finsensvej 5A, 1. mf",2,Lejlighed,66,1969,-0.02,2545e3,2000 Frederiksberg,38560,2017-06-30,Alm. Salg
"Vagtelvej 63, 3. th",3,Lejlighed,85,1969,-0.01,305e4,2000 Frederiksberg,35882,2017-06-29,Alm. Salg
"Porcelænshaven 4G, 2. mf",3,Lejlighed,92,2007,NA,5495e3,2000 Frederiksberg,59728,2017-06-29,Alm. Salg
"Bernhard Bangs Alle 5, 4. th",3,Lejlighed,88,1973,0,3495e3,2000 Frederiksberg,39715,2017-06-29,Alm. Salg
"Finsensvej 34, 3. 6",2,Lejlighed,67,1972,-0.04,23e5,2000 Frederiksberg,34328,2017-06-29,Alm. Salg
"Duevej 120A, 3. tv",2,Lejlighed,65,1917,0,2599e3,2000 Frederiksberg,39984,2017-06-29,Alm. Salg
"Ved Andebakken 8, 1. th",2,Lejlighed,59,1941,NA,26e5,2000 Frederiksberg,44067,2017-06-28,Alm. Salg
"Hospitalsvej 1A, 5. th",3,Lejlighed,76,1898,-0.01,374e4,2000 Frederiksberg,49210,2017-06-28,Alm. Salg
"Aksel Møllers Have 4, 2. tv",4,Lejlighed,96,1943,NA,2049e3,2000 Frederiksberg,21343,2017-06-28,Fam. Salg
"Helgesvej 19, 4. tv",4,Lejlighed,114,1893,-0.03,56e5,2000 Frederiksberg,49122,2017-06-28,Alm. Salg
"Bentzonsvej 39, 1. tv",3,Lejlighed,80,1900,NA,1615e3,2000 Frederiksberg,20187,2017-06-28,Fam. Salg
"Betty Nansens Alle 33, 1. th",5,Lejlighed,151,1976,0,5498e3,2000 Frederiksberg,36410,2017-06-28,Alm. Salg
"Platanskellet 12, st",4,Lejlighed,123,1978,-0.06,33e5,2000 Frederiksberg,26829,2017-06-27,Alm. Salg
"Mariendalsvej 12B, 2. tv",3,Lejlighed,79,1938,NA,1752e3,2000 Frederiksberg,22177,2017-06-27,Fam. Salg
"Yrsavej 10, st. th",3,Lejlighed,72,1893,0.01,3225e3,2000 Frederiksberg,44791,2017-06-27,Alm. Salg
"Bentzonsvej 6, 4. tv",4,Lejlighed,78,1904,NA,3995e3,2000 Frederiksberg,51217,2017-06-27,Alm. Salg
"Guldborgvej 36, 5. 24",2,Lejlighed,59,1974,NA,12e5,2000 Frederiksberg,20338,2017-06-26,Alm. Salg
"Duevej 50, 2. th",4,Lejlighed,92,1932,-0.04,385e4,2000 Frederiksberg,41847,2017-06-26,Alm. Salg
"Bentzonsvej 6, 3. th",3,Lejlighed,70,1904,NA,3337500,2000 Frederiksberg,47678,2017-06-26,Alm. Salg
"Ane Katrines Vej 22, 3. tv",3,Lejlighed,69,1932,NA,1161500,2000 Frederiksberg,16833,2017-06-26,Andet
"Solvej 7, 1. th",3,Lejlighed,81,1902,-0.03,36e5,2000 Frederiksberg,44444,2017-06-26,Alm. Salg
"C.F. Richs Vej 96, st. th",2,Lejlighed,62,1936,0,1855e3,2000 Frederiksberg,29919,2017-06-26,Alm. Salg
"Julius Valentiners Vej 33, 2. th",4,Lejlighed,94,1932,-0.04,385e4,2000 Frederiksberg,40957,2017-06-23,Alm. Salg
"Frederiksvej 38, 3. th",2,Lejlighed,57,1904,-0.02,265e4,2000 Frederiksberg,46491,2017-06-23,Alm. Salg
A.D. Jørgensens Vej 47,4,Lejlighed,96,1991,NA,415e4,2000 Frederiksberg,43229,2017-06-23,Alm. Salg
"Moltkesvej 71, 1. tv",5,Lejlighed,147,1953,-0.1,4972500,2000 Frederiksberg,33826,2017-06-23,Alm. Salg
"Thurøvej 11, 1. tv",3,Lejlighed,64,1913,0,2995e3,2000 Frederiksberg,46796,2017-06-23,Alm. Salg
"Holger Danskes Vej 25, st. tv",3,Lejlighed,71,1902,-0.02,2925e3,2000 Frederiksberg,41197,2017-06-21,Alm. Salg
"Stockflethsvej 39, 4. tv",1,Lejlighed,63,1934,-0.07,2125e3,2000 Frederiksberg,33730,2017-06-21,Alm. Salg
"Pile Alle 5D, st. th",3,Lejlighed,98,1975,-0.09,35e5,2000 Frederiksberg,35714,2017-06-21,Alm. Salg
"Blytsvej 5, st. tv",4,Lejlighed,123,1902,0,775e4,2000 Frederiksberg,63008,2017-06-20,Alm. Salg
"Langelandsvej 49A, 4. th",3,Lejlighed,84,1897,NA,1742500,2000 Frederiksberg,20744,2017-06-20,Fam. Salg
"Søndre Fasanvej 58, 2",4,Lejlighed,101,1934,-0.02,4185e3,2000 Frederiksberg,41435,2017-06-20,Alm. Salg
"C.F. Richs Vej 89, 3. tv",2,Lejlighed,73,1936,NA,2495e3,2000 Frederiksberg,34178,2017-06-20,Alm. Salg
"Duevej 48, 4. th",3,Lejlighed,76,1932,-0.05,3037e3,2000 Frederiksberg,39960,2017-06-20,Alm. Salg
"Dirch Passers Allé 15, 4. tv",3,Lejlighed,99,2008,0,4299e3,2000 Frederiksberg,43424,2017-06-19,Alm. Salg
"Roskildevej 53, 1. 103",2,Lejlighed,65,1972,NA,1235e3,2000 Frederiksberg,19e3,2017-06-19,Fam. Salg
"Nordre Fasanvej 76, 3. th",3,Lejlighed,65,1902,0,2995e3,2000 Frederiksberg,46076,2017-06-19,Alm. Salg
"Nordre Fasanvej 158, 2. tv",2,Lejlighed,86,1913,-0.06,3e6,2000 Frederiksberg,34883,2017-06-19,Alm. Salg
"Borups Alle 132, 1. 3",2,Lejlighed,55,1990,0.03,215e4,2000 Frederiksberg,39090,2017-06-19,Alm. Salg
"Frederik VIs Alle 3, 3. tv",4,Lejlighed,107,1905,0,55e5,2000 Frederiksberg,51401,2017-06-18,Alm. Salg
"H. Schneekloths Vej 31, 6. 3",2,Lejlighed,71,1961,NA,15e5,2000 Frederiksberg,21126,2017-06-18,Fam. Salg
"Duevej 112, st. tv",2,Lejlighed,61,1917,0.07,32e5,2000 Frederiksberg,52459,2017-06-18,Alm. Salg
"Nyelandsvej 33, 1. tv",5,Lejlighed,151,1904,-0.03,565e4,2000 Frederiksberg,37417,2017-06-17,Alm. Salg
"Pile Alle 37, 1. tv",3,Lejlighed,88,1890,-0.03,415e4,2000 Frederiksberg,47159,2017-06-17,Alm. Salg
"Ved Andebakken 4, 4. tv",2,Lejlighed,59,1941,-0.01,276e4,2000 Frederiksberg,46779,2017-06-16,Alm. Salg
"Mathildevej 14A, 4. tv",2,Lejlighed,64,1909,0,2795e3,2000 Frederiksberg,43671,2017-06-16,Alm. Salg
"Kronprinsesse Sofies Vej 45, 4. th",3,Lejlighed,67,1932,-0.01,2625e3,2000 Frederiksberg,39179,2017-06-16,Alm. Salg
"Seedorffs Vænge 8, 3. th",3,Lejlighed,97,1988,-0.03,4365e3,2000 Frederiksberg,45e3,2017-06-16,Alm. Salg
"Godthåbsvænget 31, 2. tv",3,Lejlighed,87,1977,NA,141e4,2000 Frederiksberg,16206,2017-06-16,Fam. Salg
"Preben Kaas Vænge 2, 3. th",4,Lejlighed,123,2008,0,4995e3,2000 Frederiksberg,40609,2017-06-16,Alm. Salg
"C.F. Richs Vej 122, 2. th",5,Lejlighed,108,1937,0.03,3905e3,2000 Frederiksberg,36157,2017-06-15,Alm. Salg
"Stockflethsvej 39, 2. mf",2,Lejlighed,73,1934,-0.02,2925e3,2000 Frederiksberg,40068,2017-06-15,Alm. Salg
"Stockflethsvej 39, 2. th",4,Lejlighed,108,1934,-0.04,3845e3,2000 Frederiksberg,35601,2017-06-15,Alm. Salg
"Godthåbsvej 39, 1. tv",2,Lejlighed,70,1943,0,3095e3,2000 Frederiksberg,44214,2017-06-14,Alm. Salg
"Roskildevej 53, 1. 101",3,Lejlighed,79,1972,0.01,2415e3,2000 Frederiksberg,30569,2017-06-14,Alm. Salg
"Priorvej 11, 2. b",2,Lejlighed,68,1972,-0.07,2312500,2000 Frederiksberg,34007,2017-06-14,Alm. Salg
"Borgmester Fischers Vej 5D, 2. 3",4,Lejlighed,100,2001,-0.02,3627e3,2000 Frederiksberg,36270,2017-06-13,Alm. Salg
"Finsensvej 41, 2. tv",3,Lejlighed,80,1932,0,3405e3,2000 Frederiksberg,42562,2017-06-13,Alm. Salg
"Frederiksvej 40, 3. tv",2,Lejlighed,61,1904,NA,1423e3,2000 Frederiksberg,23327,2017-06-13,Fam. Salg
"Aksel Møllers Have 30, 3. tv",2,Lejlighed,63,1946,NA,1357e3,2000 Frederiksberg,21539,2017-06-13,Fam. Salg
"Finsensvej 36D, st. th",3,Lejlighed,86,1979,-0.04,3053e3,2000 Frederiksberg,35500,2017-06-13,Alm. Salg
"Julius Valentiners Vej 33, 3. th",4,Lejlighed,94,1932,0,399e4,2000 Frederiksberg,42446,2017-06-12,Alm. Salg
"Borgmester Fischers Vej 5F, 5. 3",2,Lejlighed,77,2001,-0.02,2645e3,2000 Frederiksberg,34350,2017-06-12,Alm. Salg
"Nordre Fasanvej 16, 1. tv",3,Lejlighed,70,1901,0,3395e3,2000 Frederiksberg,48500,2017-06-12,Alm. Salg
"Porcelænshaven 4C, 3. th",4,Lejlighed,105,2007,-0.03,555e4,2000 Frederiksberg,52857,2017-06-12,Alm. Salg
"Frederiksvej 40, 2. tv",2,Lejlighed,61,1904,-0.04,24e5,2000 Frederiksberg,39344,2017-06-12,Alm. Salg
"Grøndalsvej 8, st. tv",3,Lejlighed,60,1934,0,2795e3,2000 Frederiksberg,46583,2017-06-12,Alm. Salg
"Bispeengen 13, 3. tv",2,Lejlighed,72,1911,NA,1097286,2000 Frederiksberg,15240,2017-06-12,Alm. Salg
"C.F. Richs Vej 140, 1. tv",4,Lejlighed,81,1937,0,3195e3,2000 Frederiksberg,39444,2017-06-10,Alm. Salg
"Emil Slomanns Vej 1A, 4. tv",5,Lejlighed,143,2002,NA,7495e3,2000 Frederiksberg,52412,2017-06-10,Alm. Salg
"A.D. Jørgensens Vej 71, 1. th",2,Lejlighed,69,1991,-0.04,24e5,2000 Frederiksberg,34782,2017-06-09,Alm. Salg
"Prins Constantins Vej 7, 4. tv",2,Lejlighed,60,1936,-0.05,2465e3,2000 Frederiksberg,41083,2017-06-09,Alm. Salg
"Bentzonsvej 36, 4. tv",4,Lejlighed,120,1900,0,5495e3,2000 Frederiksberg,45791,2017-06-08,Alm. Salg
"Solvej 3, 2. th",3,Lejlighed,90,1902,NA,41e5,2000 Frederiksberg,45555,2017-06-08,Alm. Salg
"Borups Alle 136, 1. th",4,Lejlighed,94,1932,0,3985e3,2000 Frederiksberg,42393,2017-06-06,Alm. Salg
"Søndre Fasanvej 87C, 2. 3",3,Lejlighed,87,1991,-0.02,31e5,2000 Frederiksberg,35632,2017-06-06,Alm. Salg
"Falkoner Alle 90, 3. 7",3,Lejlighed,120,1970,-0.01,425e4,2000 Frederiksberg,35416,2017-06-06,Alm. Salg
"Mariendalsvej 71, st. mf",2,Lejlighed,67,1929,-0.03,29e5,2000 Frederiksberg,43283,2017-06-06,Alm. Salg
"Lollandsvej 38, 2. tv",3,Lejlighed,74,1901,-0.02,362e4,2000 Frederiksberg,48918,2017-06-05,Alm. Salg
"Munkensvej 9, 4. th",2,Lejlighed,65,1913,NA,118e4,2000 Frederiksberg,18153,2017-06-05,Fam. Salg
"Rolfsvej 37, 1. tv",4,Lejlighed,110,1916,-0.01,555e4,2000 Frederiksberg,50454,2017-06-05,Alm. Salg
"Holger Danskes Vej 18, st. th",2,Lejlighed,45,1885,-0.05,19e5,2000 Frederiksberg,42222,2017-06-05,Alm. Salg
"Aksel Møllers Have 10, 2. tv",2,Lejlighed,65,1944,0,2995e3,2000 Frederiksberg,46076,2017-06-05,Alm. Salg
"Roskildevej 122, 4. tv",3,Lejlighed,90,1953,-0.01,267e4,2000 Frederiksberg,29666,2017-06-05,Alm. Salg
"Holger Danskes Vej 27B, st. tv",2,Lejlighed,64,1902,NA,119e4,2000 Frederiksberg,18593,2017-06-02,Fam. Salg
"Vagtelvej 63, 2. tv",3,Lejlighed,88,1969,0.01,291e4,2000 Frederiksberg,33068,2017-06-02,Alm. Salg
"Holger Danskes Vej 12A, 1. th",2,Lejlighed,58,1885,-0.05,285e4,2000 Frederiksberg,49137,2017-06-02,Alm. Salg
"Holger Danskes Vej 12A, 1. th",2,Lejlighed,58,1885,-0.05,285e4,2000 Frederiksberg,49137,2017-06-02,Alm. Salg
"Duevej 118, 2. th",2,Lejlighed,62,1917,0.01,252e4,2000 Frederiksberg,40645,2017-06-02,Alm. Salg
"Nordre Fasanvej 80, 3. th",4,Lejlighed,102,1932,0.02,382e4,2000 Frederiksberg,37450,2017-06-02,Alm. Salg
"Rolfsvej 37, 2. th",4,Lejlighed,111,1916,0,56e5,2000 Frederiksberg,50450,2017-06-01,Alm. Salg
"Rådmand Steins Alle 33, 1. 11",2,Lejlighed,74,1970,NA,15e5,2000 Frederiksberg,20270,2017-06-01,Fam. Salg
"Rådmand Steins Alle 33, 2. 23",2,Lejlighed,71,1970,-0.02,195e4,2000 Frederiksberg,27464,2017-06-01,Alm. Salg
"Ærøvej 7, 1. th",3,Lejlighed,77,1920,NA,1233333,2000 Frederiksberg,16017,2017-06-01,Alm. Salg
"C.F. Richs Vej 112, 3. th",3,Lejlighed,65,1937,-0.04,221e4,2000 Frederiksberg,34e3,2017-06-01,Alm. Salg
"H. Schneekloths Vej 13, 2. th",2,Lejlighed,78,1933,0,3008e3,2000 Frederiksberg,38564,2017-05-31,Alm. Salg
"Falkoner Alle 46, 4. th",3,Lejlighed,93,1914,-0.04,48e5,2000 Frederiksberg,51612,2017-05-31,Alm. Salg
"Falkoner Alle 46, 5. th",3,Lejlighed,150,1914,-0.03,725e4,2000 Frederiksberg,48333,2017-05-31,Alm. Salg
"Holger Danskes Vej 102, 1. 1",2,Lejlighed,86,2005,-0.01,336e4,2000 Frederiksberg,39069,2017-05-31,Alm. Salg
"Rådmand Steins Alle 27, 4. tv",3,Lejlighed,81,1953,-0.04,24e5,2000 Frederiksberg,29629,2017-05-31,Alm. Salg
"Mathildevej 16, 3. tv",2,Lejlighed,66,1909,-0.07,27e5,2000 Frederiksberg,40909,2017-05-31,Alm. Salg
"Bispeengen 7, 4. th",3,Lejlighed,68,1914,0.04,2895e3,2000 Frederiksberg,42573,2017-05-31,Alm. Salg
"Solsortvej 77, st. th",3,Lejlighed,79,1914,NA,37e5,2000 Frederiksberg,46835,2017-05-30,Alm. Salg
"Nordre Fasanvej 33C, st. th",2,Lejlighed,63,1930,-0.02,27e5,2000 Frederiksberg,42857,2017-05-30,Alm. Salg
"C.F. Richs Vej 136, 2. tv",4,Lejlighed,98,1937,-0.04,3025e3,2000 Frederiksberg,30867,2017-05-30,Alm. Salg
"Kronprinsesse Sofies Vej 20, 5. 3",2,Lejlighed,63,1969,-0.04,245e4,2000 Frederiksberg,38888,2017-05-30,Alm. Salg
"Dalgas Boulevard 87, 4. tv",2,Lejlighed,67,1932,NA,175e4,2000 Frederiksberg,26119,2017-05-29,Fam. Salg
"Duevej 48, st. th",3,Lejlighed,76,1932,-0.05,305e4,2000 Frederiksberg,40131,2017-05-29,Alm. Salg
"Allegade 23, 4",5,Lejlighed,149,1890,NA,8725e3,2000 Frederiksberg,58557,2017-05-29,Alm. Salg
"Roskildevej 100, st. th",4,Lejlighed,123,1956,-0.01,33e5,2000 Frederiksberg,26829,2017-05-28,Alm. Salg
"Ane Katrines Vej 16, 3. 3",2,Lejlighed,50,1932,NA,1525e3,2000 Frederiksberg,30500,2017-05-28,Alm. Salg
"Borgmester Fischers Vej 5F, 4. 3",2,Lejlighed,77,2001,-0.01,2675e3,2000 Frederiksberg,34740,2017-05-27,Alm. Salg
"Roskildevej 120, 2. tv",3,Lejlighed,78,1953,-0.04,2495e3,2000 Frederiksberg,31987,2017-05-27,Alm. Salg
"Thurøvej 9, 3. th",2,Lejlighed,72,1913,0,3298e3,2000 Frederiksberg,45805,2017-05-26,Alm. Salg
"Preben Kaas Vænge 6, 1. th",4,Lejlighed,162,2008,-0.04,655e4,2000 Frederiksberg,40432,2017-05-26,Alm. Salg
"Rolfsvej 29, st. tv",2,Lejlighed,49,1891,-0.01,2525e3,2000 Frederiksberg,51530,2017-05-25,Alm. Salg
"Holger Danskes Vej 102, 2. 1",2,Lejlighed,86,2005,NA,345e4,2000 Frederiksberg,40116,2017-05-25,Alm. Salg
"Ane Katrines Vej 4, 1. th",2,Lejlighed,61,1932,0.04,2282e3,2000 Frederiksberg,37409,2017-05-24,Alm. Salg
"Borgmester Fischers Vej 5E, st. 1",3,Lejlighed,94,2001,-0.04,302e4,2000 Frederiksberg,32127,2017-05-24,Alm. Salg
"Vagtelvej 67, 4. mf",5,Lejlighed,115,1969,-0.03,36e5,2000 Frederiksberg,31304,2017-05-24,Alm. Salg
"Frederiksvej 44, 2. th",2,Lejlighed,52,1902,NA,1525e3,2000 Frederiksberg,29326,2017-05-24,Fam. Salg
"Ewaldsensvej 10, 2. th",2,Lejlighed,64,1937,-0.02,245e4,2000 Frederiksberg,38281,2017-05-24,Alm. Salg
"Bernhard Bangs Alle 11, 1. tv",3,Lejlighed,88,1973,-0.02,3525e3,2000 Frederiksberg,40056,2017-05-24,Alm. Salg
"H.V. Nyholms Vej 2, 2. 1",3,Lejlighed,105,2008,-0.01,425e4,2000 Frederiksberg,40476,2017-05-23,Alm. Salg
"Roskildevej 53, 2. 204",2,Lejlighed,65,1972,-0.04,206e4,2000 Frederiksberg,31692,2017-05-23,Alm. Salg
"Frøbels Alle 7, 3. th",2,Lejlighed,66,1937,-0.04,24e5,2000 Frederiksberg,36363,2017-05-23,Alm. Salg
"Aksel Møllers Have 2, 7. th",2,Lejlighed,60,1943,NA,15e5,2000 Frederiksberg,25e3,2017-05-23,Fam. Salg
"Rådmand Steins Alle 15, 4. tv",3,Lejlighed,89,1956,0,2505e3,2000 Frederiksberg,28146,2017-05-23,Alm. Salg
"Roskildevej 55, 2. 214",2,Lejlighed,67,1972,NA,2295e3,2000 Frederiksberg,34253,2017-05-23,Alm. Salg
"Lyøvej 16, 2. tv",4,Lejlighed,101,1979,NA,996288,2000 Frederiksberg,9864,2017-05-23,Andet
"Porcelænshaven 5F, 2. th",3,Lejlighed,101,2006,NA,595e4,2000 Frederiksberg,58910,2017-05-23,Alm. Salg
"Ved Andebakken 4, 3. th",2,Lejlighed,59,1941,NA,15e5,2000 Frederiksberg,25423,2017-05-22,Fam. Salg
"Frederiksvej 36, 1. tv",2,Lejlighed,57,1904,-0.01,257e4,2000 Frederiksberg,45087,2017-05-22,Alm. Salg
"Porcelænshaven 2F, 2. 4",2,Lejlighed,69,1861,0.01,3625e3,2000 Frederiksberg,52536,2017-05-22,Alm. Salg
"H. Schneekloths Vej 31, 3. 4",1,Lejlighed,55,1961,0,1695e3,2000 Frederiksberg,30818,2017-05-22,Alm. Salg
"C.F. Richs Vej 112, 2. th",3,Lejlighed,65,1937,NA,1425e3,2000 Frederiksberg,21923,2017-05-21,Fam. Salg
"Nordre Fasanvej 160, 2. th",3,Lejlighed,78,1913,NA,3095e3,2000 Frederiksberg,39679,2017-05-19,Alm. Salg
"Mariendalsvej 71, st. th",2,Lejlighed,68,1929,0,2495e3,2000 Frederiksberg,36691,2017-05-19,Alm. Salg
"Kilevej 6, 1. th",3,Lejlighed,105,2009,-0.03,515e4,2000 Frederiksberg,49047,2017-05-19,Alm. Salg
"Frederik VIs Alle 2, 1. th",4,Lejlighed,127,1905,NA,3017500,2000 Frederiksberg,23759,2017-05-18,Fam. Salg
"Finsensvej 13B, 4. th",3,Lejlighed,93,1969,-0.05,38e5,2000 Frederiksberg,40860,2017-05-18,Alm. Salg
"Bernhard Bangs Alle 2, 1. 20",4,Lejlighed,95,1960,-0.05,305e4,2000 Frederiksberg,32105,2017-05-18,Alm. Salg
"C.F. Richs Vej 83, 1. th",2,Lejlighed,61,1936,0,199e4,2000 Frederiksberg,32622,2017-05-18,Alm. Salg
"Allegade 24A, 5. th",3,Lejlighed,97,1897,-0.01,51e5,2000 Frederiksberg,52577,2017-05-18,Alm. Salg
"Stockflethsvej 39, 3. mf",3,Lejlighed,73,1934,-0.01,305e4,2000 Frederiksberg,41780,2017-05-17,Alm. Salg
Porcelænshaven 10A,3,Lejlighed,71,1919,NA,1402500,2000 Frederiksberg,19753,2017-05-17,Fam. Salg
"C.F. Richs Vej 102, 2. th",2,Lejlighed,60,1936,-0.01,215e4,2000 Frederiksberg,35833,2017-05-17,Alm. Salg
"Søndre Fasanvej 87A, 2. 2",4,Lejlighed,94,1991,-0.02,3685e3,2000 Frederiksberg,39202,2017-05-17,Alm. Salg
"Dirch Passers Allé 3, 2. th",3,Lejlighed,94,2008,-0.02,3715e3,2000 Frederiksberg,39521,2017-05-17,Alm. Salg
"C.F. Richs Vej 142, 2. th",4,Lejlighed,81,1937,0.04,3105e3,2000 Frederiksberg,38333,2017-05-16,Alm. Salg
"Bentzonsvej 8, st. tv",3,Lejlighed,70,1904,0,3545e3,2000 Frederiksberg,50642,2017-05-16,Alm. Salg
"Lyøvej 20, 3. mf",3,Lejlighed,90,1979,-0.01,435e4,2000 Frederiksberg,48333,2017-05-16,Alm. Salg
"H. Schneekloths Vej 9, st. tv",3,Lejlighed,85,1933,NA,324e4,2000 Frederiksberg,38117,2017-05-16,Alm. Salg
"Dirch Passers Allé 15, 3. th",3,Lejlighed,94,2008,-0.01,374e4,2000 Frederiksberg,39787,2017-05-15,Alm. Salg
"C.F. Richs Vej 118, 1. tv",3,Lejlighed,65,1937,-0.02,235e4,2000 Frederiksberg,36153,2017-05-15,Alm. Salg
"Grøndalsvej 44, st. tv",3,Lejlighed,91,1928,-0.03,465e4,2000 Frederiksberg,51098,2017-05-15,Alm. Salg
"Guldborgvej 30, st. tv",2,Lejlighed,58,1956,NA,11e5,2000 Frederiksberg,18965,2017-05-15,Alm. Salg
"Kongensvej 2, st. mf",4,Lejlighed,113,1883,-0.03,58e5,2000 Frederiksberg,51327,2017-05-15,Alm. Salg
"Prins Constantins Vej 7, 2. tv",2,Lejlighed,60,1936,0.04,233e4,2000 Frederiksberg,38833,2017-05-15,Alm. Salg
"Frederiksvej 45, 2. tv",3,Lejlighed,66,1902,-0.03,2965e3,2000 Frederiksberg,44924,2017-05-14,Alm. Salg
"Ane Katrines Vej 32, 4. tv",3,Lejlighed,71,1932,NA,255e4,2000 Frederiksberg,35915,2017-05-14,Alm. Salg
"Kong Georgs Vej 6A, 3. th",4,Lejlighed,81,1898,NA,195e4,2000 Frederiksberg,24074,2017-05-13,Alm. Salg
"Bernhard Bangs Alle 1, 1. tv",3,Lejlighed,88,1973,-0.02,334e4,2000 Frederiksberg,37954,2017-05-11,Alm. Salg
"Aksel Møllers Have 8, 9. tv",4,Lejlighed,119,1944,NA,3105e3,2000 Frederiksberg,26092,2017-05-11,Fam. Salg
"Lyøvej 22, 2. th",3,Lejlighed,93,1979,0,45e5,2000 Frederiksberg,48387,2017-05-11,Alm. Salg
"Borgmester Fischers Vej 5A, 1. 1",3,Lejlighed,93,2001,-0.05,31e5,2000 Frederiksberg,33333,2017-05-11,Alm. Salg
"Allegade 24B, 4. th",3,Lejlighed,92,1897,-0.01,4725e3,2000 Frederiksberg,51358,2017-05-11,Alm. Salg
"Falkoner Alle 18B, 3. tv",5,Lejlighed,131,1903,0,551e4,2000 Frederiksberg,42061,2017-05-10,Alm. Salg
"Rådmand Steins Alle 9, 5. tv",4,Lejlighed,100,1953,-0.03,29e5,2000 Frederiksberg,29e3,2017-05-10,Alm. Salg
"Mariendalsvej 11, 4. mf",2,Lejlighed,68,1936,-0.04,25e5,2000 Frederiksberg,36764,2017-05-10,Alm. Salg
"Godthåbsvej 117, 1. th",3,Lejlighed,89,1932,NA,3495e3,2000 Frederiksberg,39269,2017-05-10,Alm. Salg
"Nyelandsvej 5, st. tv",4,Lejlighed,87,1889,NA,2e6,2000 Frederiksberg,22988,2017-05-10,Fam. Salg
"Nordre Fasanvej 66, 5. 53",2,Lejlighed,67,1974,NA,13e5,2000 Frederiksberg,19402,2017-05-10,Fam. Salg
"Mariendalsvej 13, 2. tv",4,Lejlighed,103,1969,-0.03,3975e3,2000 Frederiksberg,38592,2017-05-10,Alm. Salg
"Nordre Fasanvej 39A, 2. tv",3,Lejlighed,87,1932,NA,25e5,2000 Frederiksberg,28735,2017-05-10,Fam. Salg
"Nimbusparken 5, 3. 3",4,Lejlighed,109,2005,-0.01,5095e3,2000 Frederiksberg,46743,2017-05-10,Alm. Salg
"Finsensvej 7C, 4. tv",5,Lejlighed,126,1969,-0.02,49e5,2000 Frederiksberg,38888,2017-05-09,Alm. Salg
"Rolfsvej 9, 1. th",2,Lejlighed,54,1890,-0.04,255e4,2000 Frederiksberg,47222,2017-05-08,Alm. Salg
"Roskildevej 55, 3. 312",2,Lejlighed,67,1972,0,2295e3,2000 Frederiksberg,34253,2017-05-08,Alm. Salg
"Fuglebakkevej 92, 3. 2",3,Lejlighed,75,1970,-0.03,2425e3,2000 Frederiksberg,32333,2017-05-07,Alm. Salg
"C.F. Richs Vej 120, 2. tv",3,Lejlighed,65,1937,0,2245e3,2000 Frederiksberg,34538,2017-05-04,Alm. Salg
"C.F. Richs Vej 140, st. th",4,Lejlighed,80,1937,NA,948e3,2000 Frederiksberg,11850,2017-05-04,Fam. Salg
"Nordre Fasanvej 16, st. tv",2,Lejlighed,70,1901,-0.05,2075e3,2000 Frederiksberg,29642,2017-05-04,Alm. Salg
"Aksel Møllers Have 28, st. tv",2,Lejlighed,56,1946,NA,22e5,2000 Frederiksberg,39285,2017-05-04,Fam. Salg
"Fuglebakkevej 92, 1. 2",3,Lejlighed,75,1970,NA,2e6,2000 Frederiksberg,26666,2017-05-04,Alm. Salg
"Nordre Fasanvej 26, st. tv",2,Lejlighed,50,1884,-0.03,203e4,2000 Frederiksberg,40600,2017-05-04,Alm. Salg
"Porcelænshaven 2A, 4. tv",3,Lejlighed,81,1861,0,4495e3,2000 Frederiksberg,55493,2017-05-03,Alm. Salg
"Ane Katrines Vej 18, 4. 3",2,Lejlighed,51,1932,-0.05,2e6,2000 Frederiksberg,39215,2017-05-03,Alm. Salg
"Fuglebakkevej 92, 5. 1",3,Lejlighed,78,1970,NA,31e5,2000 Frederiksberg,39743,2017-05-03,Alm. Salg
"Normasvej 39, 2. tv",4,Lejlighed,89,1936,NA,28e5,2000 Frederiksberg,31460,2017-05-03,Fam. Salg
"Porcelænshaven 10B, 1. th",3,Lejlighed,73,1919,0,4295e3,2000 Frederiksberg,58835,2017-05-02,Alm. Salg
"Nyelandsvej 76, st",7,Lejlighed,178,1901,-0.02,83e5,2000 Frederiksberg,46629,2017-05-02,Alm. Salg
"Falkoner Alle 90, 4. 6",2,Lejlighed,77,1970,0,2625e3,2000 Frederiksberg,34090,2017-05-01,Alm. Salg
"Drosselvej 57D, 1. th",2,Lejlighed,103,1913,-0.03,37e5,2000 Frederiksberg,35922,2017-04-30,Alm. Salg
"Betty Nansens Alle 37, 3. th",4,Lejlighed,129,1976,-0.04,5065e3,2000 Frederiksberg,39263,2017-04-30,Alm. Salg
"Wilkensvej 7, 1. th",2,Lejlighed,70,1972,0,255e4,2000 Frederiksberg,36428,2017-04-28,Alm. Salg
"Roskildevej 53, 4. 405",2,Lejlighed,65,1972,-0.02,225e4,2000 Frederiksberg,34615,2017-04-28,Alm. Salg
